day,events,time,pedestrians,traffic,speed,rain,fog,clouds
Monday,False,early morning,low,medium,medium,no,heavy,light
Monday,False,evening,low,heavy,medium,light,heavy,light
Monday,False,late evening,low,medium,medium,light,heavy,no
Monday,False,late morning,medium,heavy,low,no,heavy,light
Monday,False,morning,medium,heavy,low,no,heavy,no
Monday,False,night,low,medium,medium,light,heavy,heavy
Tuesday,False,afternoon,high,medium,low,no,heavy,no
Tuesday,False,early evening,medium,medium,low,light,heavy,no
Tuesday,False,early morning,low,medium,medium,no,heavy,no
Tuesday,False,evening,low,medium,medium,light,moderate,no
Tuesday,False,late evening,low,medium,medium,light,heavy,no
Tuesday,False,late morning,high,medium,medium,no,heavy,no
Tuesday,False,morning,medium,medium,low,no,heavy,no
Tuesday,False,night,low,medium,medium,light,heavy,no
Wednesday,False,afternoon,high,medium,medium,no,moderate,no
Wednesday,False,early evening,high,medium,medium,no,no,no
Wednesday,False,early morning,low,medium,medium,light,moderate,no
Wednesday,False,evening,medium,medium,medium,no,no,no
Wednesday,False,late evening,low,medium,low,no,no,no
Wednesday,False,late morning,high,medium,low,no,no,no
Wednesday,False,morning,medium,medium,low,no,light,no
Wednesday,False,night,low,medium,medium,light,heavy,no
Thursday,False,afternoon,high,medium,low,no,no,no
Thursday,False,early evening,high,medium,low,light,no,no
Thursday,False,early morning,low,medium,medium,no,no,light
Thursday,False,evening,medium,medium,medium,no,no,no
Thursday,False,late evening,low,medium,low,no,no,no
Thursday,False,late morning,high,medium,medium,no,no,no
Thursday,False,morning,medium,medium,low,light,no,light
Thursday,False,night,low,medium,low,no,no,no
Friday,False,afternoon,high,medium,low,light,no,moderate
Friday,False,early evening,high,medium,low,light,no,no
Friday,False,early morning,low,medium,medium,no,no,no
Friday,False,evening,medium,medium,medium,no,no,no
Friday,False,late evening,low,medium,medium,no,no,no
Friday,False,late morning,high,medium,medium,no,no,moderate
Friday,False,morning,medium,medium,low,no,no,light
Friday,False,night,low,medium,low,no,no,moderate
Saturday,False,afternoon,high,medium,low,no,no,light
Saturday,False,early evening,high,medium,medium,no,no,heavy
Saturday,False,early morning,low,medium,medium,no,no,heavy
Saturday,False,evening,medium,medium,medium,no,no,heavy
Saturday,False,late evening,low,medium,medium,no,no,moderate
Saturday,False,late morning,high,medium,low,no,no,light
Saturday,False,morning,medium,medium,medium,no,no,moderate
Saturday,False,night,low,medium,medium,no,no,light
Sunday,False,afternoon,high,medium,low,no,no,light
Sunday,False,early evening,high,medium,low,no,moderate,no
Sunday,False,early morning,low,medium,medium,no,no,moderate
Sunday,False,evening,medium,medium,medium,no,no,no
Sunday,False,late evening,low,medium,medium,no,no,moderate
Sunday,False,late morning,high,medium,medium,light,no,heavy
Sunday,False,morning,medium,medium,medium,no,no,heavy
Sunday,False,night,low,medium,medium,no,no,heavy
Monday,False,afternoon,high,medium,low,no,no,moderate
Monday,False,early evening,high,medium,medium,no,no,no
Monday,False,early morning,low,medium,medium,light,light,heavy
Monday,False,evening,medium,medium,medium,no,no,no
Monday,False,late evening,low,medium,medium,no,no,no
Monday,False,late morning,high,medium,low,no,no,heavy
Monday,False,morning,medium,medium,low,no,no,heavy
Monday,False,night,low,medium,medium,no,no,moderate
Tuesday,False,afternoon,high,medium,low,no,no,moderate
Tuesday,False,early evening,high,medium,medium,no,no,moderate
Tuesday,False,early morning,low,medium,medium,no,no,no
Tuesday,False,evening,medium,medium,medium,no,no,moderate
Tuesday,False,late evening,low,medium,medium,no,no,light
Tuesday,False,late morning,high,medium,low,no,no,heavy
Tuesday,False,morning,medium,medium,low,no,no,moderate
Tuesday,False,night,low,medium,medium,no,no,no
Wednesday,False,afternoon,high,medium,low,no,no,no
Wednesday,False,early evening,high,medium,medium,no,no,moderate
Wednesday,False,early morning,low,medium,medium,no,no,light
Wednesday,False,evening,medium,medium,medium,no,no,heavy
Wednesday,False,late evening,low,medium,medium,no,no,heavy
Wednesday,False,late morning,high,medium,low,no,no,no
Wednesday,False,morning,medium,medium,low,no,no,no
Wednesday,False,night,low,medium,medium,no,no,moderate
Thursday,False,afternoon,high,medium,low,light,light,heavy
Thursday,False,early evening,medium,medium,low,no,no,moderate
Thursday,False,early morning,low,medium,medium,no,no,heavy
Thursday,False,evening,medium,medium,medium,no,no,heavy
Thursday,False,late evening,low,medium,medium,no,no,heavy
Thursday,False,late morning,medium,medium,low,light,heavy,heavy
Thursday,False,morning,medium,medium,low,light,no,heavy
Thursday,False,night,low,medium,medium,no,no,heavy
Friday,False,afternoon,high,medium,low,no,light,no
Friday,False,early evening,high,medium,low,no,heavy,heavy
Friday,False,early morning,low,medium,medium,no,no,moderate
Friday,False,evening,medium,medium,medium,no,light,moderate
Friday,False,late evening,low,medium,medium,no,no,no
Friday,False,late morning,high,medium,medium,no,no,no
Friday,False,morning,medium,medium,low,no,no,light
Friday,False,night,low,medium,medium,no,no,heavy
Saturday,False,afternoon,high,medium,medium,no,no,no
Saturday,False,early evening,high,medium,medium,no,moderate,no
Saturday,False,early morning,low,medium,medium,no,no,no
Saturday,False,evening,medium,medium,medium,no,moderate,no
Saturday,False,late evening,low,medium,medium,no,light,no
Saturday,False,late morning,high,medium,medium,no,no,no
Saturday,False,morning,medium,medium,medium,no,no,no
Saturday,False,night,low,medium,medium,no,no,no
Sunday,False,afternoon,high,medium,medium,no,no,light
Sunday,False,early evening,high,medium,medium,no,no,moderate
Sunday,False,early morning,low,medium,medium,light,no,heavy
Sunday,True,evening,medium,medium,medium,light,no,moderate
Sunday,True,late evening,low,medium,medium,no,no,heavy
Sunday,False,late morning,high,medium,medium,no,no,no
Sunday,False,morning,medium,medium,high,light,light,moderate
Sunday,False,night,low,medium,medium,no,light,heavy
Monday,True,afternoon,high,medium,medium,no,no,no
Monday,True,early evening,high,medium,medium,no,no,no
Monday,True,early morning,low,medium,medium,no,no,moderate
Monday,False,evening,medium,medium,medium,no,no,moderate
Monday,False,late evening,low,medium,medium,no,no,no
Monday,True,late morning,high,medium,medium,no,no,no
Monday,True,morning,medium,medium,medium,no,no,no
Monday,True,night,low,medium,medium,no,no,heavy
Tuesday,False,afternoon,high,heavy,medium,light,no,light
Tuesday,False,early evening,medium,medium,medium,light,moderate,light
Tuesday,False,early morning,low,medium,medium,no,no,heavy
Tuesday,False,evening,medium,medium,medium,no,heavy,moderate
Tuesday,False,late evening,low,low,medium,no,light,heavy
Tuesday,False,late morning,medium,medium,low,no,no,heavy
Tuesday,False,morning,medium,medium,low,no,no,heavy
Tuesday,False,night,low,medium,medium,no,no,heavy
Wednesday,False,afternoon,high,heavy,medium,no,heavy,light
Wednesday,False,early evening,low,heavy,low,no,heavy,heavy
Wednesday,False,early morning,low,low,medium,light,no,heavy
Wednesday,False,evening,low,heavy,medium,light,moderate,heavy
Wednesday,False,late evening,low,medium,medium,light,heavy,heavy
Wednesday,False,late morning,high,heavy,medium,no,light,moderate
Wednesday,False,morning,medium,heavy,low,no,no,moderate
Wednesday,False,night,low,low,medium,light,moderate,heavy
Thursday,False,afternoon,high,heavy,low,no,heavy,light
Thursday,False,early evening,medium,heavy,low,no,heavy,heavy
Thursday,False,early morning,low,medium,medium,no,heavy,heavy
Thursday,False,evening,low,heavy,medium,no,heavy,heavy
Thursday,False,late evening,low,heavy,medium,light,moderate,heavy
Thursday,False,late morning,high,heavy,low,no,heavy,light
Thursday,False,morning,medium,heavy,low,no,heavy,heavy
Thursday,False,night,low,medium,medium,light,heavy,heavy
Friday,False,afternoon,high,heavy,low,no,no,no
Friday,False,early evening,high,heavy,low,no,no,heavy
Friday,False,early morning,low,medium,medium,light,heavy,light
Friday,False,evening,medium,medium,medium,no,no,no
Friday,False,late evening,low,medium,medium,no,no,no
Friday,False,late morning,high,heavy,low,no,no,no
Friday,False,morning,medium,heavy,low,light,light,no
Friday,False,night,low,medium,medium,light,heavy,moderate
Saturday,False,afternoon,high,heavy,medium,no,no,heavy
Saturday,False,early evening,high,heavy,medium,no,no,heavy
Saturday,False,early morning,low,medium,medium,no,no,no
Saturday,False,evening,medium,medium,medium,no,no,heavy
Saturday,False,late evening,low,medium,medium,no,no,heavy
Saturday,False,late morning,high,heavy,medium,no,no,heavy
Saturday,False,morning,medium,medium,medium,no,no,moderate
Saturday,False,night,low,medium,medium,no,no,no
Sunday,False,afternoon,high,heavy,medium,no,no,moderate
Sunday,False,early evening,medium,heavy,medium,no,no,light
Sunday,False,early morning,low,medium,medium,no,no,heavy
Sunday,False,evening,medium,medium,medium,light,no,moderate
Sunday,False,late evening,low,medium,medium,no,no,moderate
Sunday,False,late morning,high,heavy,medium,no,no,no
Sunday,False,morning,medium,medium,medium,no,no,no
Sunday,False,night,low,medium,medium,no,no,heavy
Monday,False,afternoon,high,heavy,low,no,no,no
Monday,False,early evening,high,heavy,medium,no,no,no
Monday,False,early morning,low,medium,medium,light,no,no
Monday,False,evening,medium,medium,medium,no,no,no
Monday,False,late evening,low,medium,medium,no,no,no
Monday,False,late morning,high,heavy,medium,no,no,no
Monday,False,morning,medium,heavy,low,no,no,no
Monday,False,night,low,medium,medium,light,no,moderate
Tuesday,False,afternoon,high,heavy,medium,no,no,no
Tuesday,False,early evening,high,heavy,medium,no,no,heavy
Tuesday,False,early morning,low,medium,medium,no,no,no
Tuesday,False,evening,medium,medium,medium,no,no,heavy
Tuesday,False,late evening,low,medium,medium,no,no,heavy
Tuesday,False,late morning,high,heavy,low,no,no,no
Tuesday,False,morning,medium,heavy,low,no,no,no
Tuesday,False,night,low,medium,medium,no,no,no
Wednesday,False,afternoon,high,heavy,medium,light,no,moderate
Wednesday,False,early evening,medium,heavy,medium,no,no,no
Wednesday,False,early morning,low,medium,medium,no,no,no
Wednesday,False,evening,medium,medium,medium,no,no,heavy
Wednesday,False,late evening,low,medium,medium,light,no,heavy
Wednesday,False,late morning,high,heavy,medium,light,no,no
Wednesday,False,morning,medium,heavy,low,light,no,no
Wednesday,False,night,low,medium,medium,no,no,light
Thursday,False,afternoon,high,heavy,low,no,no,no
Thursday,False,early evening,high,heavy,medium,no,no,no
Thursday,False,early morning,low,medium,medium,no,heavy,heavy
Thursday,False,evening,medium,medium,medium,no,no,no
Thursday,False,late evening,low,medium,medium,no,no,no
Thursday,False,late morning,high,heavy,low,no,light,no
Thursday,False,morning,medium,heavy,low,no,heavy,light
Thursday,False,night,low,medium,medium,light,no,heavy
Friday,False,afternoon,high,heavy,low,no,no,heavy
Friday,False,early evening,high,medium,low,no,no,heavy
Friday,False,early morning,low,low,medium,no,light,moderate
Friday,False,evening,medium,medium,medium,no,no,heavy
Friday,False,late evening,low,medium,medium,no,no,heavy
Friday,False,late morning,high,medium,low,no,no,heavy
Friday,False,morning,medium,medium,low,no,light,heavy
Friday,False,night,low,low,medium,no,no,no
Saturday,False,afternoon,high,medium,medium,no,no,heavy
Saturday,False,early evening,high,medium,medium,no,no,heavy
Saturday,False,early morning,low,low,medium,no,light,heavy
Saturday,False,evening,medium,medium,medium,no,no,heavy
Saturday,False,late evening,low,medium,medium,no,no,heavy
Saturday,False,late morning,high,medium,medium,no,no,heavy
Saturday,False,morning,medium,medium,medium,no,moderate,heavy
Saturday,False,night,low,medium,medium,no,no,heavy
Sunday,False,afternoon,high,medium,medium,no,no,heavy
Sunday,False,early evening,high,medium,medium,no,no,heavy
Sunday,False,early morning,low,low,medium,no,no,heavy
Sunday,False,evening,medium,medium,medium,no,no,no
Sunday,False,late evening,low,medium,medium,no,no,light
Sunday,False,late morning,high,medium,medium,no,no,moderate
Sunday,False,morning,medium,medium,medium,no,no,heavy
Sunday,False,night,low,medium,medium,no,no,heavy
Monday,False,afternoon,medium,heavy,low,light,heavy,heavy
Monday,False,early evening,medium,medium,medium,light,heavy,heavy
Monday,False,early morning,low,low,medium,no,no,heavy
Monday,False,evening,medium,medium,medium,light,heavy,heavy
Monday,False,late evening,low,medium,medium,light,heavy,heavy
Monday,False,late morning,medium,medium,medium,no,heavy,heavy
Monday,False,morning,medium,medium,medium,no,light,heavy
Monday,False,night,low,low,medium,no,no,moderate
Tuesday,False,afternoon,high,heavy,low,no,no,light
Tuesday,False,early evening,high,heavy,medium,no,no,no
Tuesday,False,early morning,low,medium,medium,light,heavy,heavy
Tuesday,False,evening,medium,medium,medium,no,no,no
Tuesday,False,late evening,low,medium,medium,no,no,no
Tuesday,False,late morning,high,heavy,low,light,light,heavy
Tuesday,False,morning,medium,heavy,low,light,heavy,heavy
Tuesday,False,night,low,low,medium,light,heavy,heavy
Wednesday,False,afternoon,high,heavy,low,no,no,heavy
Wednesday,False,early evening,high,medium,low,no,no,heavy
Wednesday,False,early morning,low,low,medium,no,no,no
Wednesday,False,evening,medium,medium,medium,no,no,moderate
Wednesday,False,late evening,low,medium,medium,no,no,heavy
Wednesday,False,late morning,high,medium,low,no,no,heavy
Wednesday,False,morning,medium,medium,low,no,no,light
Wednesday,False,night,low,low,medium,no,no,light
Thursday,False,afternoon,medium,heavy,medium,moderate,moderate,heavy
Thursday,False,early evening,medium,heavy,medium,light,heavy,no
Thursday,False,early morning,low,low,medium,no,no,heavy
Thursday,False,evening,medium,medium,medium,no,heavy,no
Thursday,False,late evening,low,medium,medium,no,heavy,no
Thursday,False,late morning,medium,medium,low,light,light,heavy
Thursday,False,morning,low,medium,low,no,no,heavy
Thursday,False,night,low,low,medium,no,no,heavy
Friday,False,afternoon,high,medium,low,light,no,no
Friday,False,early evening,high,medium,low,no,no,no
Friday,False,early morning,low,low,medium,light,moderate,no
Friday,False,evening,medium,medium,medium,no,no,no
Friday,False,late evening,low,medium,medium,no,no,no
Friday,False,late morning,high,medium,low,no,no,no
Friday,False,morning,medium,medium,low,no,no,no
Friday,False,night,low,low,medium,no,moderate,no
Saturday,False,afternoon,high,medium,low,no,no,no
Saturday,False,early evening,high,medium,low,no,no,light
Saturday,False,early morning,low,low,medium,no,no,no
Saturday,True,evening,medium,medium,low,light,no,moderate
Saturday,True,late evening,low,medium,low,light,no,heavy
Saturday,False,late morning,high,medium,medium,no,no,light
Saturday,False,morning,medium,medium,medium,no,no,light
Saturday,False,night,low,medium,medium,no,no,no
Sunday,True,afternoon,high,heavy,low,no,no,heavy
Sunday,True,early evening,medium,medium,low,light,no,heavy
Sunday,True,early morning,low,low,low,light,no,heavy
Sunday,False,evening,medium,medium,low,light,no,heavy
Sunday,False,late evening,low,medium,low,light,no,heavy
Sunday,True,late morning,high,medium,low,no,no,moderate
Sunday,True,morning,medium,medium,low,light,no,heavy
Sunday,True,night,low,medium,low,no,no,heavy
Monday,False,afternoon,high,heavy,medium,light,light,heavy
Monday,False,early evening,high,heavy,medium,light,moderate,heavy
Monday,False,early morning,low,medium,low,no,no,heavy
Monday,False,evening,medium,medium,medium,light,no,heavy
Monday,False,late evening,low,medium,medium,light,no,heavy
Monday,False,late morning,high,medium,medium,no,no,heavy
Monday,False,morning,medium,heavy,low,light,light,moderate
Monday,False,night,low,medium,low,light,no,heavy
Tuesday,False,afternoon,medium,heavy,low,light,heavy,heavy
Tuesday,False,early evening,medium,heavy,low,light,moderate,heavy
Tuesday,False,early morning,low,low,medium,no,no,heavy
Tuesday,False,evening,medium,medium,low,moderate,moderate,heavy
Tuesday,False,late evening,low,medium,medium,moderate,heavy,heavy
Tuesday,False,late morning,medium,medium,medium,no,heavy,heavy
Tuesday,False,morning,medium,heavy,low,no,moderate,heavy
Tuesday,False,night,low,low,medium,no,no,heavy
Wednesday,False,afternoon,high,heavy,low,light,heavy,light
Wednesday,False,early evening,medium,heavy,low,light,heavy,moderate
Wednesday,False,early morning,low,medium,medium,light,heavy,heavy
Wednesday,False,evening,medium,medium,medium,light,heavy,heavy
Wednesday,False,late evening,low,medium,medium,light,heavy,heavy
Wednesday,False,late morning,high,heavy,low,light,heavy,no
Wednesday,False,morning,medium,heavy,low,light,heavy,moderate
Wednesday,False,night,low,medium,medium,light,heavy,heavy
Thursday,False,afternoon,high,heavy,low,light,heavy,heavy
Thursday,False,early evening,medium,heavy,low,no,heavy,light
Thursday,False,early morning,low,medium,medium,light,heavy,heavy
Thursday,False,evening,medium,medium,medium,light,light,moderate
Thursday,False,late evening,low,medium,medium,moderate,light,moderate
Thursday,False,late morning,high,heavy,low,light,heavy,heavy
Thursday,False,morning,medium,heavy,low,no,heavy,heavy
Thursday,False,night,low,medium,medium,light,heavy,moderate
Friday,False,afternoon,high,heavy,low,light,moderate,heavy
Friday,False,early evening,high,heavy,low,no,no,light
Friday,False,early morning,low,medium,medium,light,no,heavy
Friday,False,evening,medium,heavy,medium,no,no,no
Friday,False,late evening,low,medium,medium,no,no,no
Friday,False,late morning,medium,heavy,low,light,heavy,moderate
Friday,False,morning,medium,heavy,low,light,no,heavy
Friday,False,night,low,medium,medium,no,light,light
Saturday,False,afternoon,high,medium,low,no,no,no
Saturday,False,early evening,high,medium,medium,no,no,no
Saturday,False,early morning,low,low,medium,no,no,no
Saturday,False,evening,medium,medium,medium,no,no,no
Saturday,False,late evening,low,medium,medium,no,no,no
Saturday,False,late morning,high,medium,medium,no,no,no
Saturday,False,morning,medium,medium,medium,no,no,no
Saturday,False,night,low,medium,medium,no,no,no
Sunday,False,afternoon,high,medium,low,no,no,no
Sunday,False,early evening,high,medium,low,no,no,no
Sunday,False,early morning,low,medium,medium,no,no,no
Sunday,False,evening,medium,medium,low,no,no,no
Sunday,False,late evening,low,medium,medium,no,no,no
Sunday,False,late morning,high,medium,medium,no,no,no
Sunday,False,morning,medium,medium,medium,no,no,no
Sunday,False,night,low,medium,medium,no,no,no
Monday,False,afternoon,high,heavy,low,no,no,heavy
Monday,False,early evening,high,heavy,medium,no,no,heavy
Monday,False,early morning,low,medium,medium,no,no,no
Monday,False,evening,medium,heavy,medium,no,no,heavy
Monday,False,late evening,low,medium,medium,no,no,heavy
Monday,False,late morning,high,heavy,low,no,no,heavy
Monday,False,morning,medium,medium,low,no,no,light
Monday,False,night,low,medium,medium,no,no,light
Tuesday,False,afternoon,high,heavy,medium,light,heavy,heavy
Tuesday,False,early evening,medium,heavy,medium,light,no,heavy
Tuesday,False,early morning,low,medium,medium,no,no,heavy
Tuesday,False,evening,medium,heavy,medium,no,no,moderate
Tuesday,False,late evening,low,medium,medium,no,no,heavy
Tuesday,False,late morning,medium,heavy,low,light,heavy,heavy
Tuesday,False,morning,medium,heavy,low,light,no,heavy
Tuesday,False,night,low,medium,medium,no,no,heavy
Wednesday,False,afternoon,medium,medium,low,no,no,no
Wednesday,False,early evening,high,medium,medium,no,no,no
Wednesday,False,early morning,low,medium,medium,no,no,no
Wednesday,False,evening,medium,medium,medium,no,no,no
Wednesday,False,late evening,low,medium,medium,no,no,no
Wednesday,False,late morning,high,medium,low,no,no,no
Wednesday,False,morning,medium,medium,low,no,no,no
Wednesday,False,night,low,medium,medium,no,no,moderate
Thursday,False,afternoon,high,medium,low,no,no,light
Thursday,False,early evening,high,medium,low,no,no,no
Thursday,False,early morning,low,medium,medium,no,no,no
Thursday,False,evening,medium,medium,medium,no,no,no
Thursday,False,late evening,low,medium,low,no,no,moderate
Thursday,False,late morning,high,medium,low,no,no,light
Thursday,False,morning,medium,medium,low,no,no,no
Thursday,False,night,low,medium,medium,no,no,no
Friday,False,afternoon,high,medium,low,no,no,heavy
Friday,False,early evening,high,medium,medium,no,no,light
Friday,False,early morning,low,medium,medium,no,no,moderate
Friday,False,evening,medium,medium,medium,no,no,light
Friday,False,late evening,low,medium,medium,no,no,no
Friday,False,late morning,high,medium,low,no,no,moderate
Friday,False,morning,medium,medium,low,no,no,moderate
Friday,False,night,low,medium,medium,no,no,no
Saturday,False,afternoon,high,medium,low,no,no,heavy
Saturday,False,early evening,high,medium,medium,light,no,moderate
Saturday,False,early morning,low,medium,medium,no,no,light
Saturday,False,evening,medium,medium,medium,light,no,heavy
Saturday,False,late evening,low,medium,medium,light,no,heavy
Saturday,False,late morning,high,medium,medium,no,no,heavy
Saturday,False,morning,medium,medium,medium,no,no,heavy
Saturday,False,night,low,medium,medium,no,no,no
Sunday,False,afternoon,high,medium,low,no,no,no
Sunday,False,early evening,high,medium,medium,light,no,no
Sunday,False,early morning,low,medium,medium,no,no,heavy
Sunday,False,evening,medium,medium,medium,no,no,no
Sunday,False,late evening,low,medium,medium,no,no,no
Sunday,False,late morning,high,medium,medium,no,no,no
Sunday,False,morning,medium,medium,medium,no,no,no
Sunday,False,night,low,medium,medium,light,no,heavy
Monday,False,afternoon,high,medium,medium,no,no,no
Monday,False,early evening,high,medium,medium,no,no,no
Monday,False,early morning,low,medium,medium,no,no,no
Monday,False,evening,medium,medium,medium,no,no,moderate
Monday,False,late evening,low,medium,medium,no,no,light
Monday,False,late morning,high,medium,low,no,no,no
Monday,False,morning,medium,medium,low,no,no,no
Monday,False,night,low,medium,medium,no,no,no
Tuesday,False,afternoon,high,medium,low,no,no,light
Tuesday,False,early evening,high,medium,medium,no,no,moderate
Tuesday,False,early morning,low,medium,medium,no,no,light
Tuesday,False,evening,medium,medium,medium,no,no,heavy
Tuesday,False,late evening,low,medium,medium,light,no,heavy
Tuesday,False,late morning,high,medium,low,no,no,no
Tuesday,False,morning,medium,medium,low,no,no,no
Tuesday,False,night,low,medium,medium,no,no,moderate
Wednesday,False,afternoon,high,medium,low,no,light,light
Wednesday,False,early evening,high,medium,low,no,no,light
Wednesday,False,early morning,low,medium,medium,light,no,moderate
Wednesday,True,evening,medium,medium,medium,no,no,light
Wednesday,True,late evening,low,medium,medium,no,no,moderate
Wednesday,False,late morning,high,medium,low,no,no,light
Wednesday,False,morning,medium,medium,medium,no,no,moderate
Wednesday,False,night,low,medium,medium,light,no,moderate
Thursday,True,afternoon,medium,medium,medium,no,no,no
Thursday,True,early evening,low,medium,medium,no,no,no
Thursday,True,early morning,low,medium,medium,no,no,light
Thursday,False,evening,low,medium,medium,no,no,no
Thursday,False,late evening,low,medium,medium,no,no,no
Thursday,True,late morning,high,medium,medium,no,moderate,no
Thursday,True,morning,medium,medium,medium,no,moderate,light
Thursday,True,night,low,medium,medium,no,no,moderate
Friday,False,afternoon,high,medium,medium,no,heavy,moderate
Friday,False,early evening,high,medium,medium,light,heavy,no
Friday,False,early morning,low,medium,medium,no,no,heavy
Friday,False,evening,medium,medium,medium,no,heavy,no
Friday,False,late evening,low,medium,medium,no,heavy,heavy
Friday,False,late morning,high,medium,medium,no,moderate,light
Friday,False,morning,medium,medium,medium,no,moderate,heavy
Friday,False,night,low,medium,medium,no,no,light
Saturday,False,afternoon,high,medium,medium,light,moderate,heavy
Saturday,False,early evening,high,medium,medium,moderate,no,moderate
Saturday,False,early morning,low,medium,medium,no,moderate,heavy
Saturday,False,evening,medium,medium,medium,light,no,heavy
Saturday,False,late evening,low,medium,medium,no,no,heavy
Saturday,False,late morning,high,medium,medium,no,heavy,heavy
Saturday,False,morning,medium,medium,medium,no,moderate,heavy
Saturday,False,night,low,medium,medium,no,moderate,heavy
Sunday,False,afternoon,high,medium,medium,no,no,no
Sunday,False,early evening,high,medium,medium,light,no,no
Sunday,False,early morning,low,medium,medium,light,no,heavy
Sunday,False,evening,medium,medium,medium,light,light,light
Sunday,False,late evening,low,medium,medium,no,no,light
Sunday,False,late morning,high,medium,medium,no,no,no
Sunday,False,morning,medium,medium,high,light,moderate,heavy
Sunday,False,night,low,medium,medium,light,no,heavy
Monday,False,afternoon,high,medium,medium,light,light,heavy
Monday,False,early evening,high,medium,medium,no,no,heavy
Monday,False,early morning,low,medium,medium,no,no,heavy
Monday,False,evening,medium,medium,medium,no,no,no
Monday,False,late evening,low,medium,medium,no,light,no
Monday,False,late morning,medium,medium,low,light,moderate,heavy
Monday,False,morning,medium,medium,medium,light,no,heavy
Monday,False,night,low,medium,medium,no,no,heavy
Tuesday,False,afternoon,high,medium,low,no,no,no
Tuesday,False,early evening,high,medium,medium,no,no,moderate
Tuesday,False,early morning,low,medium,medium,no,no,no
Tuesday,False,evening,medium,medium,medium,no,no,moderate
Tuesday,False,late evening,low,medium,medium,no,no,heavy
Tuesday,False,late morning,high,medium,low,no,light,no
Tuesday,False,morning,medium,medium,low,no,no,no
Tuesday,False,night,low,medium,medium,no,no,no
Wednesday,False,afternoon,high,medium,low,no,light,heavy
Wednesday,False,early evening,high,medium,low,no,no,heavy
Wednesday,False,early morning,low,medium,medium,no,no,moderate
Wednesday,False,evening,medium,medium,low,no,no,moderate
Wednesday,False,late evening,low,medium,low,no,no,no
Wednesday,False,late morning,high,medium,low,no,moderate,heavy
Wednesday,False,morning,medium,medium,low,no,light,heavy
Wednesday,False,night,low,medium,medium,no,no,heavy
Thursday,False,afternoon,high,medium,low,no,no,heavy
Thursday,False,early evening,medium,medium,low,no,no,heavy
Thursday,False,early morning,low,medium,low,no,no,no
Thursday,False,evening,medium,medium,low,light,no,heavy
Thursday,False,late evening,low,medium,low,light,light,heavy
Thursday,False,late morning,high,medium,low,no,no,moderate
Thursday,False,morning,medium,medium,low,no,no,no
Thursday,False,night,low,medium,low,no,no,no
Friday,False,afternoon,high,medium,low,no,no,no
Friday,False,early evening,high,medium,low,no,no,no
Friday,False,early morning,low,low,low,light,moderate,heavy
Friday,False,evening,medium,medium,low,no,no,no
Friday,False,late evening,low,medium,low,no,no,no
Friday,False,late morning,high,medium,low,no,moderate,light
Friday,False,morning,medium,medium,low,light,no,heavy
Friday,False,night,low,low,low,light,heavy,heavy
Saturday,False,afternoon,high,medium,low,no,light,no
Saturday,False,early evening,high,medium,low,no,no,no
Saturday,False,early morning,low,low,low,no,no,no
Saturday,False,evening,medium,medium,low,no,no,no
Saturday,False,late evening,low,medium,low,no,no,no
Saturday,False,late morning,high,medium,low,no,light,no
Saturday,False,morning,medium,medium,low,no,no,no
Saturday,False,night,low,medium,low,no,no,no
Sunday,False,afternoon,high,medium,low,no,no,light
Sunday,False,early evening,high,medium,low,no,light,no
Sunday,False,early morning,low,low,medium,no,no,no
Sunday,False,evening,medium,medium,low,no,no,no
Sunday,False,late evening,low,medium,low,no,no,no
Sunday,False,late morning,high,medium,low,no,no,no
Sunday,False,morning,medium,medium,medium,no,no,no
Sunday,False,night,low,medium,low,no,no,no
Monday,False,afternoon,high,medium,low,no,no,no
Monday,False,early evening,high,medium,low,no,no,light
Monday,False,early morning,low,medium,low,no,no,heavy
Monday,False,evening,medium,medium,low,no,no,no
Monday,False,late evening,low,medium,low,no,no,moderate
Monday,False,late morning,high,medium,low,no,no,no
Monday,False,morning,medium,medium,low,no,no,moderate
Monday,False,night,low,low,low,no,no,no
Tuesday,False,afternoon,high,medium,low,no,no,light
Tuesday,False,early evening,high,medium,low,no,no,moderate
Tuesday,False,early morning,low,low,low,no,no,heavy
Tuesday,False,evening,medium,medium,low,no,no,heavy
Tuesday,False,late evening,low,medium,low,no,no,moderate
Tuesday,False,late morning,high,medium,low,no,no,moderate
Tuesday,False,morning,medium,medium,low,no,no,heavy
Tuesday,False,night,low,low,low,no,no,heavy
Wednesday,False,afternoon,high,heavy,low,no,no,heavy
Wednesday,False,early evening,high,heavy,low,no,no,heavy
Wednesday,False,early morning,low,medium,low,no,no,moderate
Wednesday,False,evening,medium,heavy,low,light,no,heavy
Wednesday,False,late evening,low,medium,low,light,no,heavy
Wednesday,False,late morning,medium,heavy,low,no,no,light
Wednesday,False,morning,medium,heavy,low,no,no,light
Wednesday,False,night,low,medium,low,no,no,moderate
Thursday,False,afternoon,high,heavy,low,light,moderate,light
Thursday,False,early evening,medium,heavy,low,light,light,moderate
Thursday,False,early morning,low,medium,low,light,light,heavy
Thursday,False,evening,medium,heavy,low,light,heavy,heavy
Thursday,False,late evening,low,medium,low,light,heavy,heavy
Thursday,False,late morning,medium,heavy,low,no,heavy,heavy
Thursday,False,morning,medium,heavy,low,light,no,moderate
Thursday,False,night,low,medium,low,light,no,heavy
Friday,False,afternoon,high,heavy,low,no,heavy,no
